OBJECTID,UID,LONGITUDE,LATITUDE,FACNAME,FACTYPE,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,AREACODE,PHONE,CONTACT,TITLE,FIPS,NAME,TYPE,METHOD,PERMIT_NO_
156,6631056,-81.39397000,31.13612000,St. Simons Elementary School,30.00000000,805 Ocean Boulevard,,St. Simons Isla,Georgia,,0.00000000,,,,13127,Glynn,Elementary School,Geocode,
157,6631554,-81.48824000,31.18517000,Jane Macon Middle School,31.00000000,3885 Altama Avenue,,Brunswick,Georgia,,0.00000000,,,,13127,Glynn,Middle School,Geocode,
158,6634052,-81.48784000,31.15624000,Burroughs-Molette Elementary School,30.00000000,1900 Lee Street,,Brunswick,Georgia,,0.00000000,,,,13127,Glynn,Elementary School,Geocode,
159,6634054,-81.49628000,31.16926000,Risley Middle School,31.00000000,2900 Albany Street,,Brunswick,Georgia,,0.00000000,,,,13127,Glynn,Middle School,Geocode,
160,6634952,-81.49039000,31.14449000,Glynn Middle School,31.00000000,901 George Street,,Brunswick,Georgia,,0.00000000,,,,13127,Glynn,Middle School,Geocode,
161,6650174,-84.22529000,30.87543000,Washington Middle School,31.00000000,1277 Bookerhill Boulevard,,Cairo,Georgia,,0.00000000,,,,13131,Grady,Middle School,Geocode,
162,6650185,-84.18606000,30.88171000,Eastside Elementary School,30.00000000,"1201 20th Street, NE",,Cairo,Georgia,,0.00000000,,,,13131,Grady,Elementary School,Geocode,
163,6651550,-84.20963000,30.88718000,Northside Elementary School,30.00000000,"985 First Street, NW",,Cairo,Georgia,,0.00000000,,,,13131,Grady,Elementary School,Geocode,
164,6652050,-84.20453000,30.88193000,Southside Elementary School,30.00000000,"491 Third Street, NE",,Cairo,Georgia,,0.00000000,,,,13131,Grady,Elementary School,Geocode,
165,6660383,-83.17768000,33.56527000,Greensboro Primary School,30.00000000,1441 South Walnut Street,,Greensboro,Georgia,,0.00000000,,,,13133,Greene,Elementary School,Geocode,
166,6690100,-83.89129000,34.19458000,C. W. Davis Middle School,31.00000000,4335 Atlanta Highway,,Flowery Branch,Georgia,,0.00000000,,,,13139,Hall,Middle School,Geocode,
167,6690192,-83.88805000,34.14706000,Spout Springs Elementary School,30.00000000,6640 Spout Springs Road,,Flowery Branch,Georgia,,0.00000000,,,,13139,Hall,Elementary School,Geocode,
168,6690294,-83.90860000,34.21914000,West Hall Middle School,31.00000000,5470 McEver Road,,Oakwood,Georgia,,0.00000000,,,,13139,Hall,Middle School,Geocode,
169,6692056,-83.88156000,34.22435000,Oakwood Elementary School,30.00000000,4500 Allen Street,,Oakwood,Georgia,,0.00000000,,,,13139,Hall,Elementary School,Geocode,
170,6694050,-83.84525000,34.17986000,Chestnut Mountain Elementary School,30.00000000,4670 Winder Highway,,Flowery Branch,Georgia,,0.00000000,,,,13139,Hall,Elementary School,Geocode,
171,6720188,-84.86998000,32.79396000,Park Elementary School,30.00000000,13185 Highway 27,,Hamilton,Georgia,,0.00000000,,,,13145,Harris,Elementary School,Geocode,
172,6720190,-84.82043000,32.62477000,Pine Ridge Elementary School,30.00000000,15750 Highway 315,,Ellerslie,Georgia,,0.00000000,,,,13145,Harris,Elementary School,Geocode,
173,6735050,-82.92822000,34.35306000,Hartwell Elementary School,30.00000000,147 South College Avenue,,Hartwell,Georgia,,0.00000000,,,,13147,Hart,Elementary School,Geocode,
174,6741050,-85.05099000,33.25506000,Centralhatchee Elementary School,30.00000000,14785 U.S. Highway 27,,Franklin,Georgia,,0.00000000,,,,13149,Heard,Elementary School,Geocode,
175,6760300,-83.65599000,32.59561000,Houston County Career and Technology Center,32.00000000,1311 Corder Road,,Warner Robins,Georgia,,0.00000000,,,,13153,Houston,Other School,Geocode,
176,6780193,-83.56944000,34.11172000,Regional Evening Alternative School,32.00000000,441 Gordon Street,,Jefferson,Georgia,,0.00000000,,,,13157,Jackson,Other School,Geocode,
177,6780197,-83.45011000,34.14902000,East Jackson Middle School,31.00000000,1880 Hoods Mill Road,,Commerce,Georgia,,0.00000000,,,,13157,Jackson,Middle School,Geocode,
178,6780280,-83.82757000,34.16333000,Jackson County Elementary School,30.00000000,4825 Highway 53,,Braselton,Georgia,,0.00000000,,,,13157,Jackson,Elementary School,Geocode,
179,6784050,-83.46500000,34.00782000,South Jackson Elementary School,30.00000000,8144 Jefferson Road,,Athens,Georgia,,0.00000000,,,,13157,Jackson,Elementary School,Geocode,
180,6811550,-82.41013000,33.00644000,Louisville Academy,32.00000000,901 Mimosa Drive,,Louisville,Georgia,,0.00000000,,,,13163,Jefferson,Other School,Geocode,
181,6830197,-82.73338000,32.72805000,Johnson County Elementary School,30.00000000,601 West Elm Street,,Wrightsville,Georgia,,0.00000000,,,,13167,Johnson,Elementary School,Geocode,
182,6850190,-84.17023000,33.04644000,Lamar County Primary/Elementary School,30.00000000,154 Burnette Road,,Barnesville,Georgia,,0.00000000,,,,13171,Lamar,Elementary School,Geocode,
183,6850199,-84.16991000,33.04643000,Lamar County Middle School,31.00000000,100 Burnette Road,,Barnesville,Georgia,,0.00000000,,,,13171,Lamar,Middle School,Geocode,
184,6863050,-83.07503000,31.04018000,Lanier County Elementary School,30.00000000,242 Valdosta Road,,Lakeland,Georgia,,0.00000000,,,,13173,Lanier,Elementary School,Geocode,
185,6880293,-84.15263000,31.73681000,Lee County Middle School,31.00000000,185 Firetower Road,,Leesburg,Georgia,,0.00000000,,,,13177,Lee,Middle School,Geocode,
186,6891050,-81.60033000,31.83755000,Jordye Bacon Elementary School,30.00000000,100 Deen Avenue,,Hinesville,Georgia,,0.00000000,,,,13179,Liberty,Elementary School,Geocode,
187,6923050,-83.36778000,30.99125000,Hahira Middle School,31.00000000,101 South Nelson Street,,Hahira,Georgia,,0.00000000,,,,13185,Lowndes,Middle School,Geocode,
188,6924050,-83.18565000,30.68581000,Lake Park Elementary School,30.00000000,604 West Marion Avenue,,Lake Park,Georgia,,0.00000000,,,,13185,Lowndes,Elementary School,Geocode,
189,6952050,-83.12730000,34.06401000,Comer Elementary School,30.00000000,565 Gholston Street,,Comer,Georgia,,0.00000000,,,,13195,Madison,Elementary School,Geocode,
190,6970294,-82.48926000,33.48795000,Norris Elementary School,30.00000000,899 Harrison Road,,Thomson,Georgia,,0.00000000,,,,13189,McDuffie,Elementary School,Geocode,
191,6974050,-82.49892000,33.45812000,Thomson Elementary School,30.00000000,409 Guill Street,,Thomson,Georgia,,0.00000000,,,,13189,McDuffie,Elementary School,Geocode,
192,6995050,-84.61828000,32.86368000,Manchester Middle School,31.00000000,"700 Martin Luther King, Jr. Drive",,Manchester,Georgia,,0.00000000,,,,13199,Meriwether,Middle School,Geocode,
193,7040191,-83.43938000,33.59011000,Morgan County Elementary School,30.00000000,1640 Buckhead Road,,Madison,Georgia,,0.00000000,,,,13211,Morgan,Elementary School,Geocode,
194,7043050,-83.45341000,33.59499000,Morgan County Primary School,30.00000000,993 East Avenue,,Madison,Georgia,,0.00000000,,,,13211,Morgan,Elementary School,Geocode,
195,7045050,-83.47162000,33.60300000,Morgan County Middle School,31.00000000,920 Pearl Street,,Madison,Georgia,,0.00000000,,,,13211,Morgan,Middle School,Geocode,
196,7050198,-84.83798000,34.82570000,Eton Elementary School,30.00000000,829 Highway 286,,Chatsworth,Georgia,,0.00000000,,,,13213,Murray,Elementary School,Geocode,
197,7050290,-84.78135000,34.77201000,Bagley Middle School,31.00000000,1004 Green Road,,Chatsworth,Georgia,,0.00000000,,,,13213,Murray,Middle School,Geocode,
198,7051050,-84.77439000,34.76706000,Chatsworth Elementary School,30.00000000,500 Green Road,,Chatsworth,Georgia,,0.00000000,,,,13213,Murray,Elementary School,Geocode,
199,7060100,-84.88258000,32.55011000,Midland Middle School,31.00000000,6990 Warm Springs Road,,Midland,Georgia,,0.00000000,,,,13215,Muscogee,Middle School,Geocode,
200,7060180,-84.96522000,32.45745000,Marshall Middle School,31.00000000,1830 Shepherd Dr.,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Middle School,Geocode,
201,7060191,-84.97303000,32.48750000,Hannan Elementary,30.00000000,1338 Talbotton Rd.,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
202,7060296,-84.99181000,32.47223000,Downtown Elementary Magnet Academy,30.00000000,1400 First Avenue,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
203,7061052,-84.99127000,32.50092000,Bibb City Elementary School,30.00000000,96 40th Street,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
204,7061056,-84.93214000,32.43207000,Cusseta Road Elementary School,30.00000000,4150 Cusseta Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
205,7061058,-84.92182000,32.45320000,Dimon Elementary,30.00000000,480 Dogwood Drive,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
206,7061060,-84.92706000,32.48401000,Edgewood Elementary School,30.00000000,3835 Forrest Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
207,7061066,-84.91280000,32.50394000,Reese Road Elementary School,30.00000000,3100 Reese Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
208,7061069,-84.95592000,32.43992000,Thirtieth Avenue Elementary School,30.00000000,151 30th Avenue,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
209,7062050,-84.96297000,32.51304000,Arnold Middle School,31.00000000,2011 51st Street,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Middle School,Geocode,
210,7062052,-84.93721000,32.53962000,Blanchard Elementary School,30.00000000,3512 Weems Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
211,7062054,-84.94829000,32.49322000,Clubview Elementary School,30.00000000,2836 Edgewood Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
212,7062056,-84.97723000,32.50687000,Daniel Middle School,31.00000000,1042 45th Street,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Middle School,Geocode,
213,7062058,-84.97473000,32.55641000,Double Churches Elementary School,30.00000000,1213 Double Churches Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
214,7062064,-84.96747000,32.40984000,Key Elementary School,30.00000000,2520 Broadmoor Drive,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
215,7062066,-84.94605000,32.49241000,Richards Middle School,31.00000000,2892 Edgewood Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Middle School,Geocode,
216,7062067,-84.91589000,32.46766000,Rothschild Middle School,31.00000000,1136 Hunt Avenue,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Middle School,Geocode,
217,7063060,-84.88213000,32.48821000,Forrest Road Elementary School,30.00000000,6400 Forrest Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
218,7063066,-84.94683000,32.47208000,Rigdon Road Elementary School,30.00000000,1282 Rigdon Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
219,7063068,-84.91866000,32.44325000,St. Marys Video and Communication Technology,32.00000000,4408 St. Mary's Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Other School,Geocode,
220,7064056,-84.96535000,32.45745000,Davis Elementary School,30.00000000,1822 Shepherd Drive,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
221,7064058,-84.91589000,32.46619000,Eastway Elementary School,30.00000000,4601 Buena Vista Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
222,7064060,-84.98636000,32.49799000,Fox Elementary School,30.00000000,3720 Fifth Avenue,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
223,7064062,-84.96935000,32.49826000,Johnson Elementary School,30.00000000,3700 Woodlawn Avenue,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
224,7064065,-84.95935000,32.51458000,Allen Elementary School,30.00000000,5201 23rd Avenue,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
225,7064066,-84.98596000,32.51416000,River Road Elementary School,30.00000000,516 Heath Drive,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
226,7064067,-84.94906000,32.41681000,South Columbus Elementary School,30.00000000,1964 Torch Hill Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
227,7064070,-84.95861000,32.47031000,Wynnton Elementary School,30.00000000,2303 Wynnton Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
228,7065050,-84.93453000,32.41400000,Benning Hills Elementary School,30.00000000,190 Munson Drive,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
229,7065056,-84.90606000,32.44796000,Dawson Elementary School,30.00000000,180 Northstar Drive,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
230,7065058,-84.95253000,32.41447000,Eddy Middle School,31.00000000,2100 South Lumpkin Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Middle School,Geocode,
231,7065060,-84.92732000,32.50354000,Gentian Elementary School,30.00000000,4201 Primrose Road,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
232,7065069,-84.89209000,32.47890000,Wesley Heights Elementary School,30.00000000,1801 Amber Drive,,Columbus,Georgia,,0.00000000,,,,13215,Muscogee,Elementary School,Geocode,
233,7080188,-83.44184000,33.87297000,Oconee County Primary School,30.00000000,2290 Hog Mountain Road,,Watkinsville,Georgia,,0.00000000,,,,13219,Oconee,Elementary School,Geocode,
234,7080193,-83.44199000,33.87369000,Oconee County Middle School,31.00000000,1101 Mars Hill Road,,Watkinsville,Georgia,,0.00000000,,,,13219,Oconee,Middle School,Geocode,
235,7080197,-83.50690000,33.91042000,Malcom Bridge Elementary School,30.00000000,2600 Malcom Bridge Road,,Bogart,Georgia,,0.00000000,,,,13219,Oconee,Elementary School,Geocode,
236,7080198,-83.50620000,33.90613000,Malcom Bridge Middle School,31.00000000,2500 Malcom Bridge Road,,Bogart,Georgia,,0.00000000,,,,13219,Oconee,Middle School,Geocode,
237,7081050,-83.44155000,33.87328000,Oconee County Elementary School,30.00000000,2230 Hog Mountain Road,,Watkinsville,Georgia,,0.00000000,,,,13219,Oconee,Elementary School,Geocode,
238,7083050,-83.40862000,33.85439000,Colham Ferry Elementary School,30.00000000,191 Colham Ferry Road,,Watkinsville,Georgia,,0.00000000,,,,13219,Oconee,Elementary School,Geocode,
239,7101050,-84.83276000,33.91575000,Dallas Elementary School,30.00000000,520 Hardee Street,,Dallas,Georgia,,0.00000000,,,,13223,Paulding,Elementary School,Geocode,
240,7120199,-84.43072000,34.46849000,Jasper Primary School,30.00000000,158 Stegall Drive,,Jasper,Georgia,,0.00000000,,,,13227,Pickens,Elementary School,Geocode,
241,7202050,-84.79748000,31.77494000,Randolph County Elementary School,30.00000000,200 Highland Avenue,,Cuthbert,Georgia,,0.00000000,,,,13243,Randolph,Elementary School,Geocode,
242,7210177,-82.07046000,33.40466000,Meadowbrook Elementary School,30.00000000,3630 Goldfinch Drive,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
243,7210184,-82.09817000,33.38654000,Morgan Road Middle School,31.00000000,3635 Hiers Boulevard,,Hephzibah,Georgia,,0.00000000,,,,13245,Richmond,Middle School,Geocode,
244,7210189,-82.09814000,33.38657000,Jamestown Elementary School,30.00000000,3637 Hiers Boulevard,,Hephzibah,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
245,7210190,-81.99224000,33.45629000,Collins Elementary School,30.00000000,1321 Steed Street,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
246,7210194,-82.00661000,33.33897000,Goshen Elementary School,30.00000000,4040 Old Waynesboro Road,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
247,7210197,-82.07340000,33.42953000,Glenn Hills Middle School,31.00000000,2941 Glenn Hills Drive,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Middle School,Geocode,
248,7210294,-82.07180000,33.37673000,Tobacco Road Elementary School,30.00000000,2397 Tobacco Road,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
249,7210297,-81.96918000,33.25547000,McBean Elementary School,30.00000000,1165 Hephzibah/McBean Road,,Hephzibah,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
250,7210300,-82.05064000,33.47652000,Lake Forest Hills Elementary School,30.00000000,3140 Lake Forest Drive,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
251,7210390,-82.09216000,33.33716000,Spirit Creek Middle School,31.00000000,4044 Windsor Spring Road,,Hephzibah,Georgia,,0.00000000,,,,13245,Richmond,Middle School,Geocode,
252,7211054,-82.01353000,33.50853000,Garrett Elementary School,30.00000000,1100 Eisenhower Drive,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
253,7211060,-82.01660000,33.51456000,National Hills Elementary School,30.00000000,1215 Northwood Drive,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
254,7211062,-82.03280000,33.40497000,Rollins Elementary School,30.00000000,2160 Mura Drive,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
255,7211064,-81.98434000,33.46225000,Walker Traditional Elementary School,30.00000000,1301 Wrightsboro Road,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
256,7211065,-82.05570000,33.39728000,Windsor Spring Road Elementary School,30.00000000,2534 Windsor Spring Road,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
257,7212050,-82.08621000,33.44187000,Barton Chapel Elementary School,30.00000000,2329 Barton Chapel Road,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
258,7212052,-82.06753000,33.47041000,Copeland Elementary School,30.00000000,1440 Jackson Road,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
259,7212054,-82.06519000,33.42941000,Glenn Hills Elementary School,30.00000000,2838 Glenn Hills Drive,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
260,7212058,-82.03919000,33.49771000,Merry Elementary School,30.00000000,415 Boy Scout Road,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
261,7212064,-82.05798000,33.50653000,Warren Road Elementary School,30.00000000,311 Warren Road,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
262,7212552,-81.96062000,33.46294000,Craig Elementary School,30.00000000,400 Hale Street,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
263,7212556,-81.95560000,33.45759000,Hornsby Elementary School,30.00000000,105 Laney-Walker Boulevard,,Augusta,Georgia,,0.00000000,,,,13245,Richmond,Elementary School,Geocode,
